Lead,x1,Code,x2,Name,x3,Short description,x4,Source of tag,x5,Note,Trail
{ 50216,", new TiffTagInfo {IdInteger =",50216,", IdString = """,Oce Application Selector,""", ShortDescription = """,Used in the Oce scanning process.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 50217,", new TiffTagInfo {IdInteger =",50217,", IdString = """,Oce Identification Number,""", ShortDescription = """,Used in the Oce scanning process.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 50218,", new TiffTagInfo {IdInteger =",50218,", IdString = """,Oce ImageLogic Characteristics,""", ShortDescription = """,Used in the Oce scanning process.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 50341,", new TiffTagInfo {IdInteger =",50341,", IdString = """,PrintImageMatching,""", ShortDescription = """,Description needed.,""" , SourceOfTag = "" ",Exif Private IFD,""" , Note = """, ,""" } },"
{ 50706,", new TiffTagInfo {IdInteger =",50706,", IdString = """,DNGVersion,""", ShortDescription = ""","Encodes DNG four-tier version number; for version 1.1.0.0, the tag contains the bytes 1, 1, 0, 0. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50707,", new TiffTagInfo {IdInteger =",50707,", IdString = """,DNGBackwardVersion,""", ShortDescription = """,Defines oldest version of spec with which file is compatible. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50708,", new TiffTagInfo {IdInteger =",50708,", IdString = """,UniqueCameraModel,""", ShortDescription = ""","Unique, non-localized nbame for camera model. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50709,", new TiffTagInfo {IdInteger =",50709,", IdString = """,LocalizedCameraModel,""", ShortDescription = ""","Similar to 50708, with localized camera name. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50710,", new TiffTagInfo {IdInteger =",50710,", IdString = """,CFAPlaneColor,""", ShortDescription = """,Mapping between values in the CFAPattern tag and the plane numbers in LinearRaw space. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50711,", new TiffTagInfo {IdInteger =",50711,", IdString = """,CFALayout,""", ShortDescription = """,Spatial layout of the CFA. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50712,", new TiffTagInfo {IdInteger =",50712,", IdString = """,LinearizationTable,""", ShortDescription = """,Lookup table that maps stored values to linear values. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50713,", new TiffTagInfo {IdInteger =",50713,", IdString = """,BlackLevelRepeatDim,""", ShortDescription = """,Repeat pattern size for BlackLevel tag. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50714,", new TiffTagInfo {IdInteger =",50714,", IdString = """,BlackLevel,""", ShortDescription = """,Specifies the zero light encoding level.Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50715,", new TiffTagInfo {IdInteger =",50715,", IdString = """,BlackLevelDeltaH,""", ShortDescription = """,Specifies the difference between zero light encoding level for each column and the baseline zero light encoding level. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50716,", new TiffTagInfo {IdInteger =",50716,", IdString = """,BlackLevelDeltaV,""", ShortDescription = """,Specifies the difference between zero light encoding level for each row and the baseline zero light encoding level. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50717,", new TiffTagInfo {IdInteger =",50717,", IdString = """,WhiteLevel,""", ShortDescription = """,Specifies the fully saturated encoding level for the raw sample values. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50718,", new TiffTagInfo {IdInteger =",50718,", IdString = """,DefaultScale,""", ShortDescription = ""","For cameras with non-square pixels, specifies the default scale factors for each direction to convert the image to square pixels. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50719,", new TiffTagInfo {IdInteger =",50719,", IdString = """,DefaultCropOrigin,""", ShortDescription = ""","Specifies the origin of the final image area, ignoring the extra pixels at edges used to prevent interpolation artifacts. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50720,", new TiffTagInfo {IdInteger =",50720,", IdString = """,DefaultCropSize,""", ShortDescription = """,Specifies size of final image area in raw image coordinates. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50721,", new TiffTagInfo {IdInteger =",50721,", IdString = """,ColorMatrix1,""", ShortDescription = ""","Defines a transformation matrix that converts XYZ values to reference camera native color space values, under the first calibration illuminant. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50722,", new TiffTagInfo {IdInteger =",50722,", IdString = """,ColorMatrix2,""", ShortDescription = ""","Defines a transformation matrix that converts XYZ values to reference camera native color space values, under the second calibration illuminant. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50723,", new TiffTagInfo {IdInteger =",50723,", IdString = """,CameraCalibration1,""", ShortDescription = """,Defines a calibration matrix that transforms reference camera native space values to individual camera native space values under the first calibration illuminant. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50724,", new TiffTagInfo {IdInteger =",50724,", IdString = """,CameraCalibration2,""", ShortDescription = """,Defines a calibration matrix that transforms reference camera native space values to individual camera native space values under the second calibration illuminant. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50725,", new TiffTagInfo {IdInteger =",50725,", IdString = """,ReductionMatrix1,""", ShortDescription = ""","Defines a dimensionality reduction matrix for use as the first stage in converting color camera native space values to XYZ values, under the first calibration illuminant. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50726,", new TiffTagInfo {IdInteger =",50726,", IdString = """,ReductionMatrix2,""", ShortDescription = ""","Defines a dimensionality reduction matrix for use as the first stage in converting color camera native space values to XYZ values, under the second calibration illuminant. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50727,", new TiffTagInfo {IdInteger =",50727,", IdString = """,AnalogBalance,""", ShortDescription = ""","Pertaining to white balance, defines the gain, either analog or digital, that has been applied to the stored raw values. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50728,", new TiffTagInfo {IdInteger =",50728,", IdString = """,AsShotNeutral,""", ShortDescription = ""","Specifies the selected white balance at the time of capture, encoded as the coordinates of a perfectly neutral color in linear reference space values. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50729,", new TiffTagInfo {IdInteger =",50729,", IdString = """,AsShotWhiteXY,""", ShortDescription = ""","Specifies the selected white balance at the time of capture, encoded as x-y chromaticity coordinates. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50730,", new TiffTagInfo {IdInteger =",50730,", IdString = """,BaselineExposure,""", ShortDescription = """,Specifies in EV units how much to move the zero point for exposure compensation. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50731,", new TiffTagInfo {IdInteger =",50731,", IdString = """,BaselineNoise,""", ShortDescription = ""","Specifies the relative noise of the camera model at a baseline ISO value of 100, compared to reference camera model. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50732,", new TiffTagInfo {IdInteger =",50732,", IdString = """,BaselineSharpness,""", ShortDescription = ""","Specifies the relative amount of sharpening required for this camera model, compared to reference camera model. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50733,", new TiffTagInfo {IdInteger =",50733,", IdString = """,BayerGreenSplit,""", ShortDescription = ""","For CFA images, specifies, in arbitrary units, how closely the values of the green pixels in the blue/green rows track the values of the green pixels in the red/green rows. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50734,", new TiffTagInfo {IdInteger =",50734,", IdString = """,LinearResponseLimit,""", ShortDescription = """,Specifies the fraction of the encoding range above which the response may become significantly non-linear. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50735,", new TiffTagInfo {IdInteger =",50735,", IdString = """,CameraSerialNumber,""", ShortDescription = """,Serial number of camera. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50736,", new TiffTagInfo {IdInteger =",50736,", IdString = """,LensInfo,""", ShortDescription = """,Information about the lens. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50737,", new TiffTagInfo {IdInteger =",50737,", IdString = """,ChromaBlurRadius,""", ShortDescription = ""","Normally for non-CFA images, provides a hint about how much chroma blur ought to be applied. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50738,", new TiffTagInfo {IdInteger =",50738,", IdString = """,AntiAliasStrength,""", ShortDescription = """,Provides a hint about the strength of the camera's anti-aliasing filter. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50739,", new TiffTagInfo {IdInteger =",50739,", IdString = """,ShadowScale,""", ShortDescription = """,Used by Adobe Camera Raw to control sensitivity of its shadows slider. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50740,", new TiffTagInfo {IdInteger =",50740,", IdString = """,DNGPrivateData,""", ShortDescription = """,Provides a way for camera manufacturers to store private data in DNG files for use by their own raw convertors. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50741,", new TiffTagInfo {IdInteger =",50741,", IdString = """,MakerNoteSafety,""", ShortDescription = """,Lets the DNG reader know whether the Exif MakerNote tag is safe to preserve. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50778,", new TiffTagInfo {IdInteger =",50778,", IdString = """,CalibrationIlluminant1,""", ShortDescription = """,Illuminant used for first set of calibration tags. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50779,", new TiffTagInfo {IdInteger =",50779,", IdString = """,CalibrationIlluminant2,""", ShortDescription = """,Illuminant used for second set of calibration tags. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50780,", new TiffTagInfo {IdInteger =",50780,", IdString = """,BestQualityScale,""", ShortDescription = """,Specifies the amount by which the values of the DefaultScale tag need to be multiplied to achieve best quality image size. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50781,", new TiffTagInfo {IdInteger =",50781,", IdString = """,RawDataUniqueID,""", ShortDescription = """,Contains a 16-byte unique identifier for the raw image file in the DNG file. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50784,", new TiffTagInfo {IdInteger =",50784,", IdString = """,Alias Layer Metadata,""", ShortDescription = """,Alias Sketchbook Pro layer usage description.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 50827,", new TiffTagInfo {IdInteger =",50827,", IdString = """,OriginalRawFileName,""", ShortDescription = """,Name of original file if the DNG file results from conversion from a non-DNG raw file. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50828,", new TiffTagInfo {IdInteger =",50828,", IdString = """,OriginalRawFileData,""", ShortDescription = ""","If the DNG file was converted from a non-DNG raw file, then this tag contains the original raw data. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50829,", new TiffTagInfo {IdInteger =",50829,", IdString = """,ActiveArea,""", ShortDescription = """,Defines the active (non-masked) pixels of the sensor. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50830,", new TiffTagInfo {IdInteger =",50830,", IdString = """,MaskedAreas,""", ShortDescription = ""","List of non-overlapping rectangle coordinates of fully masked pixels, which can optimally be used by DNG readers to measure the black encoding level. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50831,", new TiffTagInfo {IdInteger =",50831,", IdString = """,AsShotICCProfile,""", ShortDescription = ""","Contains ICC profile that, in conjunction with the AsShotPreProfileMatrix tag, specifies a default color rendering from camera color space coordinates (linear reference values) into the ICC profile connection space. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50832,", new TiffTagInfo {IdInteger =",50832,", IdString = """,AsShotPreProfileMatrix,""", ShortDescription = """,Specifies a matrix that should be applied to the camera color space coordinates before processing the values through the ICC profile specified in the AsShotICCProfile tag. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50833,", new TiffTagInfo {IdInteger =",50833,", IdString = """,CurrentICCProfile,""", ShortDescription = """,The CurrentICCProfile and CurrentPreProfileMatrix tags have the same purpose and usage as,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50834,", new TiffTagInfo {IdInteger =",50834,", IdString = """,CurrentPreProfileMatrix,""", ShortDescription = """,The CurrentICCProfile and CurrentPreProfileMatrix tags have the same purpose and usage as,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50879,", new TiffTagInfo {IdInteger =",50879,", IdString = """,ColorimetricReference,""", ShortDescription = ""","The DNG color model documents a transform between camera colors and CIE XYZ values. This tag describes the colorimetric reference for the CIE XYZ values. 0 = The XYZ values are scene-referred. 1 = The XYZ values are output-referred, using the ICC profile perceptual dynamic range. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50931,", new TiffTagInfo {IdInteger =",50931,", IdString = """,CameraCalibrationSignature,""", ShortDescription = """,A UTF-8 encoded string associated with the CameraCalibration1 and CameraCalibration2 tags. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50932,", new TiffTagInfo {IdInteger =",50932,", IdString = """,ProfileCalibrationSignature,""", ShortDescription = """,A UTF-8 encoded string associated with the camera profile tags. Used in IFD 0 or CameraProfile IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50933,", new TiffTagInfo {IdInteger =",50933,", IdString = """,ExtraCameraProfiles,""", ShortDescription = ""","A list of file offsets to extra Camera Profile IFDs. The format of a camera profile begins with a 16-bit byte order mark (MM or II) followed by a 16-bit ""magic"" number equal to 0x4352 (CR), a 32-bit IFD offset, and then a standard TIFF format IFD. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50935,", new TiffTagInfo {IdInteger =",50935,", IdString = """,NoiseReductionApplied,""", ShortDescription = ""","Indicates how much noise reduction has been applied to the raw data on a scale of 0.0 to 1.0. A 0.0 value indicates that no noise reduction has been applied. A 1.0 value indicates that the ""ideal"" amount of noise reduction has been applied, i.e. that the DNG reader should not apply additional noise reduction by default. A value of 0/0 indicates that this parameter is unknown. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50936,", new TiffTagInfo {IdInteger =",50936,", IdString = """,ProfileName,""", ShortDescription = """,A UTF-8 encoded string containing the name of the camera profile. Used in IFD 0 or Camera Profile IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50937,", new TiffTagInfo {IdInteger =",50937,", IdString = """,ProfileHueSatMapDims,""", ShortDescription = """,Specifies the number of input samples in each dimension of the hue/saturation/value mapping tables. The data for these tables are stored in ProfileHueSatMapData1 and ProfileHueSatMapData2 tags. Allowed values include the following: HueDivisions >= 1; SaturationDivisions >= 2; ValueDivisions >=1. Used in IFD 0 or Camera Profile IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50938,", new TiffTagInfo {IdInteger =",50938,", IdString = """,ProfileHueSatMapData1,""", ShortDescription = """,Contains the data for the first hue/saturation/value mapping table. Each entry of the table contains three 32-bit IEEE floating-point values. The first entry is hue shift in degrees; the second entry is saturation scale factor; and the third entry is a value scale factor. Used in IFD 0 or Camera Profile IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50939,", new TiffTagInfo {IdInteger =",50939,", IdString = """,ProfileHueSatMapData2,""", ShortDescription = """,Contains the data for the second hue/saturation/value mapping table. Each entry of the table contains three 32-bit IEEE floating-point values. The first entry is hue shift in degrees; the second entry is saturation scale factor; and the third entry is a value scale factor. Used in IFD 0 or Camera Profile IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50940,", new TiffTagInfo {IdInteger =",50940,", IdString = """,ProfileToneCurve,""", ShortDescription = ""","Contains a default tone curve that can be applied while processing the image as a starting point for user adjustments. The curve is specified as a list of 32-bit IEEE floating-point value pairs in linear gamma. Each sample has an input value in the range of 0.0 to 1.0, and an output value in the range of 0.0 to 1.0. The first sample is required to be (0.0, 0.0), and the last sample is required to be (1.0, 1.0). Interpolated the curve using a cubic spline. Used in IFD 0 or Camera Profile IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50941,", new TiffTagInfo {IdInteger =",50941,", IdString = """,ProfileEmbedPolicy,""", ShortDescription = """,Contains information about the usage rules for the associated camera profile. The valid values and meanings are: 0 = ΓÇ£allow copyingΓÇ¥; 1 = ΓÇ£embed if usedΓÇ¥; 2 = ΓÇ£embed neverΓÇ¥; and 3 = ΓÇ£no restrictionsΓÇ¥. Used in IFD 0 or Camera Profile IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50942,", new TiffTagInfo {IdInteger =",50942,", IdString = """,ProfileCopyright,""", ShortDescription = """,Contains information about the usage rules for the associated camera profile. The valid values and meanings are: 0 = ΓÇ£allow copyingΓÇ¥; 1 = ΓÇ£embed if usedΓÇ¥; 2 = ΓÇ£embed neverΓÇ¥; and 3 = ΓÇ£no restrictionsΓÇ¥. Used in IFD 0 or Camera Profile IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50964,", new TiffTagInfo {IdInteger =",50964,", IdString = """,ForwardMatrix1,""", ShortDescription = """,Defines a matrix that maps white balanced camera colors to XYZ D50 colors. Used in IFD 0 or Camera Profile IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50965,", new TiffTagInfo {IdInteger =",50965,", IdString = """,ForwardMatrix2,""", ShortDescription = """,Defines a matrix that maps white balanced camera colors to XYZ D50 colors. Used in IFD 0 or Camera Profile IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50966,", new TiffTagInfo {IdInteger =",50966,", IdString = """,PreviewApplicationName,""", ShortDescription = """,A UTF-8 encoded string containing the name of the application that created the preview stored in the IFD. Used in Preview IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50967,", new TiffTagInfo {IdInteger =",50967,", IdString = """,PreviewApplicationVersion,""", ShortDescription = """,A UTF-8 encoded string containing the version number of the application that created the preview stored in the IFD. Used in Preview IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50968,", new TiffTagInfo {IdInteger =",50968,", IdString = """,PreviewSettingsName,""", ShortDescription = ""","A UTF-8 encoded string containing the name of the conversion settings (for example, snapshot name) used for the preview stored in the IFD. Used in Preview IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50969,", new TiffTagInfo {IdInteger =",50969,", IdString = """,PreviewSettingsDigest,""", ShortDescription = ""","A unique ID of the conversion settings (for example, MD5 digest) used to render the preview stored in the IFD. Used in Preview IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50970,", new TiffTagInfo {IdInteger =",50970,", IdString = """,PreviewColorSpace,""", ShortDescription = """,This tag specifies the color space in which the rendered preview in this IFD is stored. The valid values include: 0 = Unknown; 1 = Gray Gamma 2.2; 2 = sRGB; 3 = Adobe RGB; and 4 = ProPhoto RGB. Used in Preview IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50971,", new TiffTagInfo {IdInteger =",50971,", IdString = """,PreviewDateTime,""", ShortDescription = ""","This tag is an ASCII string containing the name of the date/time at which the preview stored in the IFD was rendered, encoded using ISO 8601 format. Used in Preview IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50972,", new TiffTagInfo {IdInteger =",50972,", IdString = """,RawImageDigest,""", ShortDescription = ""","MD5 digest of the raw image data. All pixels in the image are processed in row-scan order. Each pixel is zero padded to 16 or 32 bits deep (16-bit for data less than or equal to 16 bits deep, 32-bit otherwise). The data is processed in little-endian byte order. Used in IFD 0 of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50973,", new TiffTagInfo {IdInteger =",50973,", IdString = """,OriginalRawFileDigest,""", ShortDescription = """,MD5 digest of the data stored in the OriginalRawFileData tag. Used in IFD 0 of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50974,", new TiffTagInfo {IdInteger =",50974,", IdString = """,SubTileBlockSize,""", ShortDescription = ""","Normally, pixels within a tile are stored in simple row-scan order. This tag specifies that the pixels within a tile should be grouped first into rectangular blocks of the specified size. These blocks are stored in row-scan order. Within each block, the pixels are stored in row-scan order. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50975,", new TiffTagInfo {IdInteger =",50975,", IdString = """,RowInterleaveFactor,""", ShortDescription = """,Specifies that rows of the image are stored in interleaved order. The value of the tag specifies the number of interleaved fields. Used in Raw IFD of DNG files.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50981,", new TiffTagInfo {IdInteger =",50981,", IdString = """,ProfileLookTableDims,""", ShortDescription = ""","Specifies the number of input samples in each dimension of a default ""look"" table. The data for this table is stored in the ProfileLookTableData tag. Allowed values include: HueDivisions >= 1; SaturationDivisions >= 2; and ValueDivisions >= 1. Used in IFD 0 or Camera Profile IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 50982,", new TiffTagInfo {IdInteger =",50982,", IdString = """,ProfileLookTableData,""", ShortDescription = ""","Default ""look"" table that can be applied while processing the image as a starting point for user adjustment. This table uses the same format as the tables stored in the ProfileHueSatMapData1 and ProfileHueSatMapData2 tags, and is applied in the same color space. However, it should be applied later in the processing pipe, after any exposure compensation and/or fill light stages, but before any tone curve stage. Each entry of the table contains three 32-bit IEEE floating-point values. The first entry is hue shift in degrees, the second entry is a saturation scale factor, and the third entry is a value scale factor. Used in IFD 0 or Camera Profile IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 51008,", new TiffTagInfo {IdInteger =",51008,", IdString = """,OpcodeList1,""", ShortDescription = ""","Specifies the list of opcodes (image processing operation codes) that should be applied to the raw image, as read directly from the file. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 51009,", new TiffTagInfo {IdInteger =",51009,", IdString = """,OpcodeList2,""", ShortDescription = ""","Specifies the list of opcodes (image processing operation codes) that should be applied to the raw image, just after it has been mapped to linear reference values. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 51022,", new TiffTagInfo {IdInteger =",51022,", IdString = """,OpcodeList3,""", ShortDescription = ""","Specifies the list of opcodes (image processing operation codes) that should be applied to the raw image, just after it has been demosaiced. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 51041,", new TiffTagInfo {IdInteger =",51041,", IdString = """,NoiseProfile,""", ShortDescription = ""","Describes the amount of noise in a raw image; models the amount of signal-dependent photon (shot) noise and signal-independent sensor readout noise, two common sources of noise in raw images. Used in Raw IFD of DNG files.",""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 51089,", new TiffTagInfo {IdInteger =",51089,", IdString = """,OriginalDefaultFinalSize,""", ShortDescription = ""","If this file is a proxy for a larger original DNG file, this tag specifics the default final size of the larger original file from which this proxy was generated. The default value for this tag is default final size of the current DNG file, which is DefaultCropSize * DefaultScale.",""" , SourceOfTag = "" ","DNG spec (1.4, 2012), p. 74",""" , Note = """, ,""" } },"
{ 51090,", new TiffTagInfo {IdInteger =",51090,", IdString = """,OriginalBestQualityFinalSize,""", ShortDescription = ""","If this file is a proxy for a larger original DNG file, this tag specifics the best quality final size of the larger original file from which this proxy was generated. The default value for this tag is the OriginalDefaultFinalSize, if specified. Otherwise the default value for this tag is the best quality size of the current DNG file, which is DefaultCropSize * DefaultScale * BestQualityScale.",""" , SourceOfTag = "" ","DNG spec (1.4, 2012), p. 75",""" , Note = """, ,""" } },"
{ 51091,", new TiffTagInfo {IdInteger =",51091,", IdString = """,OriginalDefaultCropSize,""", ShortDescription = ""","If this file is a proxy for a larger original DNG file, this tag specifics the DefaultCropSize of the larger original file from which this proxy was generated. The default value for this tag is the OriginalDefaultFinalSize, if specified. Otherwise, the default value for this tag is the DefaultCropSize of the current DNG file.",""" , SourceOfTag = "" ","DNG spec (1.4, 2012), p. 75",""" , Note = """, ,""" } },"
{ 51107,", new TiffTagInfo {IdInteger =",51107,", IdString = """,ProfileHueSatMapEncoding,""", ShortDescription = ""","Provides a way for color profiles to specify how indexing into a 3D HueSatMap is performed during raw conversion. This tag is not applicable to 2.5D HueSatMap tables (i.e., where the Value dimension is 1). The currently defined values are: 0 = Linear encoding (method described in DNG spec); 1 = sRGB encoding (method described in DNG spec).",""" , SourceOfTag = "" ","DNG spec (1.4, 2012), p. 73",""" , Note = """, ,""" } },"
{ 51108,", new TiffTagInfo {IdInteger =",51108,", IdString = """,ProfileLookTableEncoding,""", ShortDescription = ""","Provides a way for color profiles to specify how indexing into a 3D LookTable is performed during raw conversion. This tag is not applicable to a 2.5D LookTable (i.e., where the Value dimension is 1). The currently defined values are: 0 = Linear encoding (method described in DNG spec); 1 = sRGB encoding (method described in DNG spec).",""" , SourceOfTag = "" ","DNG spec (1.4, 2012), p. 72-3",""" , Note = """, ,""" } },"
{ 51109,", new TiffTagInfo {IdInteger =",51109,", IdString = """,BaselineExposureOffset,""", ShortDescription = ""","Provides a way for color profiles to increase or decrease exposure during raw conversion. BaselineExposureOffset specifies the amount (in EV units) to add to th e BaselineExposure tag during image rendering. For example, if the BaselineExposure value fo r a given camera model is +0.3, and the BaselineExposureOffset value for a given camera profile used to render an image for that camera model is -0.7, then th e actual default exposure value used during rendering will be +0.3 - 0.7 = -0.4.",""" , SourceOfTag = "" ","DNG spec (1.4, 2012), p. 71",""" , Note = """, ,""" } },"
