Lead,x1,Code,x2,Name,x3,Short description,x4,Source of tag,x5,Note,Trail
{ 254,", new TiffTagInfo {IdInteger =",254,", IdString = """,NewSubfileType,""", ShortDescription = """,A general indication of the kind of data contained in this subfile.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Usage rule in JHOVE TIFF module.,""" } },"
{ 255,", new TiffTagInfo {IdInteger =",255,", IdString = """,SubfileType,""", ShortDescription = """,A general indication of the kind of data contained in this subfile.,""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 256,", new TiffTagInfo {IdInteger =",256,", IdString = """,ImageWidth,""", ShortDescription = ""","The number of columns in the image, i.e., the number of pixels per row.",""" , SourceOfTag = "" ",Baseline,""" , Note = ""","Mandatory for TIFF 6.0 classes B, G, P, R, and Y.1",""" } },"
{ 257,", new TiffTagInfo {IdInteger =",257,", IdString = """,ImageLength,""", ShortDescription = """,The number of rows of pixels in the image.,""" , SourceOfTag = "" ",Baseline,""" , Note = ""","Mandatory for TIFF 6.0 classes B, G, P, R, and Y.1",""" } },"
{ 258,", new TiffTagInfo {IdInteger =",258,", IdString = """,BitsPerSample,""", ShortDescription = """,Number of bits per component.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,,""" } },"
{ 259,", new TiffTagInfo {IdInteger =",259,", IdString = """,Compression,""", ShortDescription = """,Compression scheme used on the image data.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Sample values: 1=uncompressed and 4=CCITT Group 4.,""" } },"
{ 262,", new TiffTagInfo {IdInteger =",262,", IdString = """,PhotometricInterpretation,""", ShortDescription = """,The color space of the image data.,""" , SourceOfTag = "" ",Baseline,""" , Note = ""","Sample values: 1=black is zero and 2=RGB. Document also states ""RGB is assumed to be sRGB; if RGB, an ICC profile should be present in the 34675 tag.""",""" } },"
{ 263,", new TiffTagInfo {IdInteger =",263,", IdString = """,Threshholding,""", ShortDescription = ""","For black and white TIFF files that represent shades of gray, the technique used to convert from gray to black and white pixels.",""" , SourceOfTag = "" ",Baseline,""" , Note = """,Usage rule in JHOVE TIFF module.,""" } },"
{ 264,", new TiffTagInfo {IdInteger =",264,", IdString = """,CellWidth,""", ShortDescription = """,The width of the dithering or halftoning matrix used to create a dithered or halftoned bilevel file.,""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 265,", new TiffTagInfo {IdInteger =",265,", IdString = """,CellLength,""", ShortDescription = """,The length of the dithering or halftoning matrix used to create a dithered or halftoned bilevel file.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Usage rule in JHOVE TIFF module.,""" } },"
{ 266,", new TiffTagInfo {IdInteger =",266,", IdString = """,FillOrder,""", ShortDescription = """,The logical order of bits within a byte.,""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 269,", new TiffTagInfo {IdInteger =",269,", IdString = """,DocumentName,""", ShortDescription = """,The name of the document from which this image was scanned.,""" , SourceOfTag = "" ",Extended,""" , Note = """,Also used by HD Photo.,""" } },"
{ 270,", new TiffTagInfo {IdInteger =",270,", IdString = """,ImageDescription,""", ShortDescription = """,A string that describes the subject of the image.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Also used by HD Photo,""" } },"
{ 271,", new TiffTagInfo {IdInteger =",271,", IdString = """,Make,""", ShortDescription = """,The scanner manufacturer.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Also used by HD Photo.,""" } },"
{ 272,", new TiffTagInfo {IdInteger =",272,", IdString = """,Model,""", ShortDescription = """,The scanner model name or number.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Also used by HD Photo.,""" } },"
{ 273,", new TiffTagInfo {IdInteger =",273,", IdString = """,StripOffsets,""", ShortDescription = ""","For each strip, the byte offset of that strip.",""" , SourceOfTag = "" ",Baseline,""" , Note = ""","Mandatory for TIFF 6.0 classes B, G, P, R, and Y.1 (Files outside of these classes may use tiles and tags 322, 323, 324, and 325; Comments welcome.)",""" } },"
{ 274,", new TiffTagInfo {IdInteger =",274,", IdString = """,Orientation,""", ShortDescription = """,The orientation of the image with respect to the rows and columns.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Mandatory for TIFF/EP.,""" } },"
{ 277,", new TiffTagInfo {IdInteger =",277,", IdString = """,SamplesPerPixel,""", ShortDescription = """,The number of components per pixel.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Mandatory for TIFF 6.0 classes R and Y.1,""" } },"
{ 278,", new TiffTagInfo {IdInteger =",278,", IdString = """,RowsPerStrip,""", ShortDescription = """,The number of rows per strip.,""" , SourceOfTag = "" ",Baseline,""" , Note = ""","Mandatory for TIFF 6.0 classes B, G, P, R, and Y.1 (Files outside of these classes may use tiles and tags 322, 323, 324, and 325; Comments welcome.)",""" } },"
{ 279,", new TiffTagInfo {IdInteger =",279,", IdString = """,StripByteCounts,""", ShortDescription = ""","For each strip, the number of bytes in the strip after compression.",""" , SourceOfTag = "" ",Baseline,""" , Note = ""","Mandatory for TIFF 6.0 classes B, G, P, R, and Y.1 (Files outside of these classes may use tiles and tags 322, 323, 324, and 325; Comments welcome.)",""" } },"
{ 280,", new TiffTagInfo {IdInteger =",280,", IdString = """,MinSampleValue,""", ShortDescription = """,The minimum component value used.,""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 281,", new TiffTagInfo {IdInteger =",281,", IdString = """,MaxSampleValue,""", ShortDescription = """,The maximum component value used.,""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 282,", new TiffTagInfo {IdInteger =",282,", IdString = """,XResolution,""", ShortDescription = """,The number of pixels per ResolutionUnit in the ImageWidth direction.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Xresolution is a Rational; ImageWidth (Tag 256) is the numerator and the length of the source (measured in the units specified in ResolutionUnit (Tag 296)) is the denominator.,""" } },"
{ 283,", new TiffTagInfo {IdInteger =",283,", IdString = """,YResolution,""", ShortDescription = """,The number of pixels per ResolutionUnit in the ImageLength direction.,""" , SourceOfTag = "" ",Baseline,""" , Note = ""","Mandatory for TIFF 6.0 classes B, G, P, R, and Y.1",""" } },"
{ 284,", new TiffTagInfo {IdInteger =",284,", IdString = """,PlanarConfiguration,""", ShortDescription = """,How the components of each pixel are stored.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Mandatory for TIFF/EP.,""" } },"
{ 285,", new TiffTagInfo {IdInteger =",285,", IdString = """,PageName,""", ShortDescription = """,The name of the page from which this image was scanned.,""" , SourceOfTag = "" ",Extended,""" , Note = """,Also used by HD Photo,""" } },"
{ 286,", new TiffTagInfo {IdInteger =",286,", IdString = """,XPosition,""", ShortDescription = """,X position of the image.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 287,", new TiffTagInfo {IdInteger =",287,", IdString = """,YPosition,""", ShortDescription = """,Y position of the image.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 288,", new TiffTagInfo {IdInteger =",288,", IdString = """,FreeOffsets,""", ShortDescription = ""","For each string of contiguous unused bytes in a TIFF file, the byte offset of the string.",""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 289,", new TiffTagInfo {IdInteger =",289,", IdString = """,FreeByteCounts,""", ShortDescription = ""","For each string of contiguous unused bytes in a TIFF file, the number of bytes in the string.",""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 290,", new TiffTagInfo {IdInteger =",290,", IdString = """,GrayResponseUnit,""", ShortDescription = """,The precision of the information contained in the GrayResponseCurve.,""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 291,", new TiffTagInfo {IdInteger =",291,", IdString = """,GrayResponseCurve,""", ShortDescription = ""","For grayscale data, the optical density of each possible pixel value.",""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 292,", new TiffTagInfo {IdInteger =",292,", IdString = """,T4Options,""", ShortDescription = """,Options for Group 3 Fax compression,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 293,", new TiffTagInfo {IdInteger =",293,", IdString = """,T6Options,""", ShortDescription = """,Options for Group 4 Fax compression,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 296,", new TiffTagInfo {IdInteger =",296,", IdString = """,ResolutionUnit,""", ShortDescription = """,The unit of measurement for XResolution and YResolution.,""" , SourceOfTag = "" ",Baseline,""" , Note = ""","Mandatory for TIFF 6.0 classes B, G, P, R, and Y.1",""" } },"
{ 297,", new TiffTagInfo {IdInteger =",297,", IdString = """,PageNumber,""", ShortDescription = """,The page number of the page from which this image was scanned.,""" , SourceOfTag = "" ",Extended,""" , Note = """,Also used by HD Photo,""" } },"
{ 301,", new TiffTagInfo {IdInteger =",301,", IdString = """,TransferFunction,""", ShortDescription = """,Describes a transfer function for the image in tabular style.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 305,", new TiffTagInfo {IdInteger =",305,", IdString = """,Software,""", ShortDescription = """,Name and version number of the software package(s) used to create the image.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Also used by HD Photo.,""" } },"
{ 306,", new TiffTagInfo {IdInteger =",306,", IdString = """,DateTime,""", ShortDescription = """,Date and time of image creation.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Also used by HD Photo.,""" } },"
{ 315,", new TiffTagInfo {IdInteger =",315,", IdString = """,Artist,""", ShortDescription = """,Person who created the image.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Also used by HD Photo,""" } },"
{ 316,", new TiffTagInfo {IdInteger =",316,", IdString = """,HostComputer,""", ShortDescription = """,The computer and/or operating system in use at the time of image creation.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Also used by HD Photo,""" } },"
{ 317,", new TiffTagInfo {IdInteger =",317,", IdString = """,Predictor,""", ShortDescription = """,A mathematical operator that is applied to the image data before an encoding scheme is applied.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 318,", new TiffTagInfo {IdInteger =",318,", IdString = """,WhitePoint,""", ShortDescription = """,The chromaticity of the white point of the image.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 319,", new TiffTagInfo {IdInteger =",319,", IdString = """,PrimaryChromaticities,""", ShortDescription = """,The chromaticities of the primaries of the image.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 320,", new TiffTagInfo {IdInteger =",320,", IdString = """,ColorMap,""", ShortDescription = """,A color map for palette color images.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Mandatory for TIFF 6.0 class P.1,""" } },"
{ 321,", new TiffTagInfo {IdInteger =",321,", IdString = """,HalftoneHints,""", ShortDescription = """,Conveys to the halftone function the range of gray levels within a colorimetrically-specified image that should retain tonal detail.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 322,", new TiffTagInfo {IdInteger =",322,", IdString = """,TileWidth,""", ShortDescription = """,The tile width in pixels. This is the number of columns in each tile.,""" , SourceOfTag = "" ",Extended,""" , Note = ""","Mandatory for TIFF 6.0 files that use tiles. (Files that use strips employ tags 273, 278, and 279.)",""" } },"
{ 323,", new TiffTagInfo {IdInteger =",323,", IdString = """,TileLength,""", ShortDescription = """,The tile length (height) in pixels. This is the number of rows in each tile.,""" , SourceOfTag = "" ",Extended,""" , Note = ""","Referenced in JHOVE TIFF module for files that use tiles. (Files that use strips employ tags 273, 278, and 279.)",""" } },"
{ 324,", new TiffTagInfo {IdInteger =",324,", IdString = """,TileOffsets,""", ShortDescription = ""","For each tile, the byte offset of that tile, as compressed and stored on disk.",""" , SourceOfTag = "" ",Extended,""" , Note = ""","Mandatory for TIFF 6.0 files that use tiles. (Files that use strips employ tags 273, 278, and 279.)",""" } },"
{ 325,", new TiffTagInfo {IdInteger =",325,", IdString = """,TileByteCounts,""", ShortDescription = ""","For each tile, the number of (compressed) bytes in that tile.",""" , SourceOfTag = "" ",Extended,""" , Note = ""","Mandatory for TIFF 6.0 files that use tiles. (Files that use strips employ tags 273, 278, and 279.)",""" } },"
{ 326,", new TiffTagInfo {IdInteger =",326,", IdString = """,BadFaxLines,""", ShortDescription = ""","Used in the TIFF-F standard, denotes the number of 'bad' scan lines encountered by the facsimile device.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 327,", new TiffTagInfo {IdInteger =",327,", IdString = """,CleanFaxData,""", ShortDescription = ""","Used in the TIFF-F standard, indicates if 'bad' lines encountered during reception are stored in the data, or if 'bad' lines have been replaced by the receiver.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 328,", new TiffTagInfo {IdInteger =",328,", IdString = """,ConsecutiveBadFaxLines,""", ShortDescription = ""","Used in the TIFF-F standard, denotes the maximum number of consecutive 'bad' scanlines received.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 330,", new TiffTagInfo {IdInteger =",330,", IdString = """,SubIFDs,""", ShortDescription = """,Offset to child IFDs.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 332,", new TiffTagInfo {IdInteger =",332,", IdString = """,InkSet,""", ShortDescription = """,The set of inks used in a separated (PhotometricInterpretation=5) image.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 333,", new TiffTagInfo {IdInteger =",333,", IdString = """,InkNames,""", ShortDescription = """,The name of each ink used in a separated image.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 334,", new TiffTagInfo {IdInteger =",334,", IdString = """,NumberOfInks,""", ShortDescription = """,The number of inks.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 336,", new TiffTagInfo {IdInteger =",336,", IdString = """,DotRange,""", ShortDescription = """,The component values that correspond to a 0% dot and 100% dot.,""" , SourceOfTag = "" ",Extended,""" , Note = """,Usage rule in JHOVE TIFF module.,""" } },"
{ 337,", new TiffTagInfo {IdInteger =",337,", IdString = """,TargetPrinter,""", ShortDescription = """,A description of the printing environment for which this separation is intended.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 338,", new TiffTagInfo {IdInteger =",338,", IdString = """,ExtraSamples,""", ShortDescription = """,Description of extra components.,""" , SourceOfTag = "" ",Baseline,""" , Note = """, ,""" } },"
{ 339,", new TiffTagInfo {IdInteger =",339,", IdString = """,SampleFormat,""", ShortDescription = """,Specifies how to interpret each data sample in a pixel.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 340,", new TiffTagInfo {IdInteger =",340,", IdString = """,SMinSampleValue,""", ShortDescription = """,Specifies the minimum sample value.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 341,", new TiffTagInfo {IdInteger =",341,", IdString = """,SMaxSampleValue,""", ShortDescription = """,Specifies the maximum sample value.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 342,", new TiffTagInfo {IdInteger =",342,", IdString = """,TransferRange,""", ShortDescription = """,Expands the range of the TransferFunction.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 343,", new TiffTagInfo {IdInteger =",343,", IdString = """,ClipPath,""", ShortDescription = """,Mirrors the essentials of PostScript's path creation functionality.,""" , SourceOfTag = "" ",Extended,""" , Note = """,Usage rule in JHOVE TIFF module.,""" } },"
{ 344,", new TiffTagInfo {IdInteger =",344,", IdString = """,XClipPathUnits,""", ShortDescription = ""","The number of units that span the width of the image, in terms of integer ClipPath coordinates.",""" , SourceOfTag = "" ",Extended,""" , Note = """,Usage rule in JHOVE TIFF module.,""" } },"
{ 345,", new TiffTagInfo {IdInteger =",345,", IdString = """,YClipPathUnits,""", ShortDescription = ""","The number of units that span the height of the image, in terms of integer ClipPath coordinates.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 346,", new TiffTagInfo {IdInteger =",346,", IdString = """,Indexed,""", ShortDescription = """,Aims to broaden the support for indexed images to include support for any color space.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 347,", new TiffTagInfo {IdInteger =",347,", IdString = """,JPEGTables,""", ShortDescription = """,JPEG quantization and/or Huffman tables.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 351,", new TiffTagInfo {IdInteger =",351,", IdString = """,OPIProxy,""", ShortDescription = """,OPI-related.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 400,", new TiffTagInfo {IdInteger =",400,", IdString = """,GlobalParametersIFD,""", ShortDescription = """,Used in the TIFF-FX standard to point to an IFD containing tags that are globally applicable to the complete TIFF file.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 401,", new TiffTagInfo {IdInteger =",401,", IdString = """,ProfileType,""", ShortDescription = ""","Used in the TIFF-FX standard, denotes the type of data stored in this file or IFD.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 402,", new TiffTagInfo {IdInteger =",402,", IdString = """,FaxProfile,""", ShortDescription = ""","Used in the TIFF-FX standard, denotes the 'profile' that applies to this file.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 403,", new TiffTagInfo {IdInteger =",403,", IdString = """,CodingMethods,""", ShortDescription = ""","Used in the TIFF-FX standard, indicates which coding methods are used in the file.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 404,", new TiffTagInfo {IdInteger =",404,", IdString = """,VersionYear,""", ShortDescription = ""","Used in the TIFF-FX standard, denotes the year of the standard specified by the FaxProfile field.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 405,", new TiffTagInfo {IdInteger =",405,", IdString = """,ModeNumber,""", ShortDescription = ""","Used in the TIFF-FX standard, denotes the mode of the standard specified by the FaxProfile field.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 433,", new TiffTagInfo {IdInteger =",433,", IdString = """,Decode,""", ShortDescription = ""","Used in the TIFF-F and TIFF-FX standards, holds information about the ITULAB (PhotometricInterpretation = 10) encoding.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 434,", new TiffTagInfo {IdInteger =",434,", IdString = """,DefaultImageColor,""", ShortDescription = ""","Defined in the Mixed Raster Content part of RFC 2301, is the default color needed in areas where no image is available.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 512,", new TiffTagInfo {IdInteger =",512,", IdString = """,JPEGProc,""", ShortDescription = """,Old-style JPEG compression field. TechNote2 invalidates this part of the specification.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 513,", new TiffTagInfo {IdInteger =",513,", IdString = """,JPEGInterchangeFormat,""", ShortDescription = """,Old-style JPEG compression field. TechNote2 invalidates this part of the specification.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 514,", new TiffTagInfo {IdInteger =",514,", IdString = """,JPEGInterchangeFormatLength,""", ShortDescription = """,Old-style JPEG compression field. TechNote2 invalidates this part of the specification.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 515,", new TiffTagInfo {IdInteger =",515,", IdString = """,JPEGRestartInterval,""", ShortDescription = """,Old-style JPEG compression field. TechNote2 invalidates this part of the specification.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 517,", new TiffTagInfo {IdInteger =",517,", IdString = """,JPEGLosslessPredictors,""", ShortDescription = """,Old-style JPEG compression field. TechNote2 invalidates this part of the specification.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 518,", new TiffTagInfo {IdInteger =",518,", IdString = """,JPEGPointTransforms,""", ShortDescription = """,Old-style JPEG compression field. TechNote2 invalidates this part of the specification.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 519,", new TiffTagInfo {IdInteger =",519,", IdString = """,JPEGQTables,""", ShortDescription = """,Old-style JPEG compression field. TechNote2 invalidates this part of the specification.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 520,", new TiffTagInfo {IdInteger =",520,", IdString = """,JPEGDCTables,""", ShortDescription = """,Old-style JPEG compression field. TechNote2 invalidates this part of the specification.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 521,", new TiffTagInfo {IdInteger =",521,", IdString = """,JPEGACTables,""", ShortDescription = """,Old-style JPEG compression field. TechNote2 invalidates this part of the specification.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 529,", new TiffTagInfo {IdInteger =",529,", IdString = """,YCbCrCoefficients,""", ShortDescription = """,The transformation from RGB to YCbCr image data.,""" , SourceOfTag = "" ",Extended,""" , Note = """,Mandatory for TIFF/EP YCbCr images.,""" } },"
{ 530,", new TiffTagInfo {IdInteger =",530,", IdString = """,YCbCrSubSampling,""", ShortDescription = """,Specifies the subsampling factors used for the chrominance components of a YCbCr image.,""" , SourceOfTag = "" ",Extended,""" , Note = """,Mandatory for TIFF/EP YCbCr images.,""" } },"
{ 531,", new TiffTagInfo {IdInteger =",531,", IdString = """,YCbCrPositioning,""", ShortDescription = """,Specifies the positioning of subsampled chrominance components relative to luminance samples.,""" , SourceOfTag = "" ",Extended,""" , Note = """,Mandatory for TIFF/EP YCbCr images.,""" } },"
{ 532,", new TiffTagInfo {IdInteger =",532,", IdString = """,ReferenceBlackWhite,""", ShortDescription = """,Specifies a pair of headroom and footroom image data values (codes) for each pixel component.,""" , SourceOfTag = "" ",Extended,""" , Note = """,Mandatory for TIFF 6.0 class Y.1,""" } },"
{ 559,", new TiffTagInfo {IdInteger =",559,", IdString = """,StripRowCounts,""", ShortDescription = ""","Defined in the Mixed Raster Content part of RFC 2301, used to replace RowsPerStrip for IFDs with variable-sized strips.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 700,", new TiffTagInfo {IdInteger =",700,", IdString = """,XMP,""", ShortDescription = """,XML packet containing XMP metadata,""" , SourceOfTag = "" ",Extended,""" , Note = """,Also used by HD Photo,""" } },"
{ 18246,", new TiffTagInfo {IdInteger =",18246,", IdString = """,Image.Rating,""", ShortDescription = """,Ratings tag used by Windows,""" , SourceOfTag = "" ",Exif private IFD,""" , Note = """, ,""" } },"
{ 18249,", new TiffTagInfo {IdInteger =",18249,", IdString = """,Image.RatingPercent,""", ShortDescription = ""","Ratings tag used by Windows, value as percent",""" , SourceOfTag = "" ",Exif private IFD,""" , Note = """, ,""" } },"
{ 32781,", new TiffTagInfo {IdInteger =",32781,", IdString = """,ImageID,""", ShortDescription = """,OPI-related.,""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
{ 32932,", new TiffTagInfo {IdInteger =",32932,", IdString = """,Wang Annotation,""", ShortDescription = ""","Annotation data, as used in 'Imaging for Windows'.",""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33421,", new TiffTagInfo {IdInteger =",33421,", IdString = """,CFARepeatPatternDim,""", ShortDescription = """,For camera raw files from sensors with CFA overlay.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 33422,", new TiffTagInfo {IdInteger =",33422,", IdString = """,CFAPattern,""", ShortDescription = """,For camera raw files from sensors with CFA overlay.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 33423,", new TiffTagInfo {IdInteger =",33423,", IdString = """,BatteryLevel,""", ShortDescription = """,Encodes camera battery level at time of image capture.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 33432,", new TiffTagInfo {IdInteger =",33432,", IdString = """,Copyright,""", ShortDescription = """,Copyright notice.,""" , SourceOfTag = "" ",Baseline,""" , Note = """,Also used by HD Photo.,""" } },"
{ 33434,", new TiffTagInfo {IdInteger =",33434,", IdString = """,ExposureTime,""", ShortDescription = ""","Exposure time, given in seconds.",""" , SourceOfTag = "" ",Exif Private IFD,""" , Note = """,,""" } },"
{ 33437,", new TiffTagInfo {IdInteger =",33437,", IdString = """,FNumber,""", ShortDescription = """,The F number.,""" , SourceOfTag = "" ",Exif Private IFD,""" , Note = """,,""" } },"
{ 33445,", new TiffTagInfo {IdInteger =",33445,", IdString = """,MD FileTag,""", ShortDescription = """,Specifies the pixel data format encoding in the Molecular Dynamics GEL file format.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33446,", new TiffTagInfo {IdInteger =",33446,", IdString = """,MD ScalePixel,""", ShortDescription = """,Specifies a scale factor in the Molecular Dynamics GEL file format.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33447,", new TiffTagInfo {IdInteger =",33447,", IdString = """,MD ColorTable,""", ShortDescription = """,Used to specify the conversion from 16bit to 8bit in the Molecular Dynamics GEL file format.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33448,", new TiffTagInfo {IdInteger =",33448,", IdString = """,MD LabName,""", ShortDescription = ""","Name of the lab that scanned this file, as used in the Molecular Dynamics GEL file format.",""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33449,", new TiffTagInfo {IdInteger =",33449,", IdString = """,MD SampleInfo,""", ShortDescription = ""","Information about the sample, as used in the Molecular Dynamics GEL file format.",""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33450,", new TiffTagInfo {IdInteger =",33450,", IdString = """,MD PrepDate,""", ShortDescription = ""","Date the sample was prepared, as used in the Molecular Dynamics GEL file format.",""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33451,", new TiffTagInfo {IdInteger =",33451,", IdString = """,MD PrepTime,""", ShortDescription = ""","Time the sample was prepared, as used in the Molecular Dynamics GEL file format.",""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33452,", new TiffTagInfo {IdInteger =",33452,", IdString = """,MD FileUnits,""", ShortDescription = ""","Units for data in this file, as used in the Molecular Dynamics GEL file format.",""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33550,", new TiffTagInfo {IdInteger =",33550,", IdString = """,ModelPixelScaleTag,""", ShortDescription = """,Used in interchangeable GeoTIFF_1_0 files.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33723,", new TiffTagInfo {IdInteger =",33723,", IdString = """,IPTC/NAA,""", ShortDescription = """,IPTC-NAA (International Press Telecommunications Council-Newspaper Association of America) metadata.,""" , SourceOfTag = "" ","TIFF/EP spec, p. 33",""" , Note = """,Tag name and values defined by IPTC-NAA Info Interchange Model & Digital Newsphoto Parameter Record.,""" } },"
{ 33918,", new TiffTagInfo {IdInteger =",33918,", IdString = """,INGR Packet Data Tag,""", ShortDescription = """,Intergraph Application specific storage.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33919,", new TiffTagInfo {IdInteger =",33919,", IdString = """,INGR Flag Registers,""", ShortDescription = """,Intergraph Application specific flags.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33920,", new TiffTagInfo {IdInteger =",33920,", IdString = """,IrasB Transformation Matrix,""", ShortDescription = ""","Originally part of Intergraph's GeoTIFF tags, but likely understood by IrasB only.",""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 33922,", new TiffTagInfo {IdInteger =",33922,", IdString = """,ModelTiepointTag,""", ShortDescription = ""","Originally part of Intergraph's GeoTIFF tags, but now used in interchangeable GeoTIFF_1_0 files.",""" , SourceOfTag = "" ",Private,""" , Note = ""","In GeoTIFF_1_0, either this tag or 34264 must be defined, but not both",""" } },"
{ 34016,", new TiffTagInfo {IdInteger =",34016,", IdString = """,Site,""", ShortDescription = """,Site where image created.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.3",""" , Note = """, ,""" } },"
